image_url,scientific_name
https://inaturalist-open-data.s3.amazonaws.com/photos/170747/medium.jpg,Salvia officinalis
http://static.inaturalist.org/photos/267296/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/1029937/medium.jpg,Ectropis crepuscularia
https://inaturalist-open-data.s3.amazonaws.com/photos/1916685/medium.JPG,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/2764035/medium.jpeg,Salvia officinalis lavandulifolia
http://static.inaturalist.org/photos/2785063/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/6877523/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/7667407/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/8484565/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/9785836/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/10061479/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/11473405/medium.jpg,Salvia verbenaca
https://static.inaturalist.org/photos/11522571/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/13612839/medium.jpg,Polites peckius
https://inaturalist-open-data.s3.amazonaws.com/photos/14943430/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/15033372/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/15065491/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/16184922/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/16229577/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/16335454/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/16556935/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/16577784/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/16685127/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/17028478/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/17591141/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/17633614/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/17702282/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/17893471/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/17962208/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/18278621/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/18282372/medium.jpeg,Salvia officinalis officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/18598585/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/18598603/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/18652630/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/18936906/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/18969638/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/19469375/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/19485159/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/19491311/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/19638064/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/20572912/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/20664826/medium.jpeg,Salvia officinalis lavandulifolia
https://inaturalist-open-data.s3.amazonaws.com/photos/21920680/medium.jpeg,Triepeolus lunatus
https://static.inaturalist.org/photos/22292754/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/22828868/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/22984833/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/23729711/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/23788491/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/23908591/medium.jpg,Salvia glutinosa
https://static.inaturalist.org/photos/24984072/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/25228383/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/25691100/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/27605650/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/27795499/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/27821673/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/27878782/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/28047109/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/28768072/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/29290439/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/29350709/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/29518017/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/29523900/medium.jpg,Pyrausta aurata
https://static.inaturalist.org/photos/29523943/medium.jpg,Pyrausta aurata
https://static.inaturalist.org/photos/30201856/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/31259079/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/31887387/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/33357923/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/33426240/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/34794851/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/35344307/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/35471391/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/35580122/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/35583758/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/35598180/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/36155474/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/36171874/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/36536912/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/36559799/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/36571614/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/36734616/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/36736567/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/37889317/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/37607259/medium.jpeg,Chrysolina americana
https://inaturalist-open-data.s3.amazonaws.com/photos/37817228/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/38138142/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/38312552/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/38485619/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/39103357/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/39192555/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/39307497/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/39500795/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/39434607/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/39829229/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/40166685/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/40421942/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/40443791/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/40556719/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/40598301/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/40639242/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/40885112/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/40958421/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/41439875/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/81009432/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/41722125/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/41985122/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/42156749/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/42307672/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/42518003/medium.jpg,Salvia officinalis lavandulifolia
https://static.inaturalist.org/photos/42801763/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/42899941/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/43295039/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/43403304/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/43922576/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/44213200/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/44644850/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/44774267/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/45113867/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/45196512/medium.jpeg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/45251778/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/45259318/medium.jpg,Salvia officinalis
https://static.inaturalist.org/photos/45326085/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/45331556/medium.jpeg,Salvia officinalis
https://static.inaturalist.org/photos/45498949/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/45737013/medium.jpg,Salvia officinalis
https://inaturalist-open-data.s3.amazonaws.com/photos/45962579/medium.jpg,Salvia officinalis
